Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 ctx_base.py:52(_init_aliases)
        3    0.000    0.000    0.000    0.000 libmpf.py:663(mpf_neg)
     1189    0.000    0.000    0.004    0.000 libintmath.py:91(python_bitcount)
      151    0.000    0.000    0.000    0.000 libintmath.py:353(ifac)
        1    0.000    0.000    0.003    0.003 service.py:1(<module>)
        8    0.000    0.000    0.001    0.000 spawn.py:83(get_command_line)
        1    0.000    0.000    0.001    0.001 port_file.py:37(read)
        3    0.000    0.000    0.000    0.000 aws_lambda.py:295(get_lambda_bootstrap)
        1    0.000    0.000    0.000    0.000 convert_frame.py:1042(ConvertFrame)
       16    0.000    0.000    0.000    0.000 spawn.py:45(get_executable)
        1    0.000    0.000    0.000    0.000 convert_frame.py:142(TODO_UNKNOWN)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:99(PendingUnbackedSymbolNotFound)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:188(ConstraintViolationError)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1278(SymbolicContext)
        2    0.000    0.000    0.026    0.013 distributed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1291(StatelessSymbolicContext)
       14    0.000    0.000    0.000    0.000 libelefun.py:85(constant_memo)
      256    0.000    0.000    0.000    0.000 libintmath.py:62(python_trailing)
        1    0.000    0.000    0.000    0.000 files.py:1(<module>)
        1    0.000    0.000    0.000    0.000 popen_spawn_win32.py:39(Popen)
        3    0.000    0.000    0.000    0.000 config.py:14(is_fbcode)
        1    0.000    0.000    0.000    0.000 utils.py:417(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:421(reset)
        1    0.000    0.000    0.000    0.000 utils.py:523(ExactWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 utils.py:784(BwdCompilationMetrics)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:92(GuardOnDataDependentSymNode)
        1    0.000    0.000    0.000    0.000 utils.py:1005(CleanupHook)
        1    0.000    0.000    0.000    0.000 matrices.py:9(_matrix)
        1    0.000    0.000    0.023    0.023 lambdify.py:1(<module>)
        1    0.000    0.000    0.005    0.005 boolalg.py:1(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset13.py:1(<module>)
        1    0.000    0.000    0.011    0.011 onnxruntime.py:1(<module>)
        3    0.000    0.000    0.172    0.057 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:43(Expr)
        1    0.000    0.000    0.001    0.001 latex.py:1(<module>)
        6    0.000    0.000    0.000    0.000 ctx_iv.py:413(convert)
        1    0.000    0.000    0.001    0.001 importtools.py:48(import_module)
        1    0.000    0.000    0.010    0.010 polyoptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ask.py:21(AssumptionKeys)
        1    0.000    0.000    0.000    0.000 rust.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
        5    0.000    0.000    0.000    0.000 numbers.py:1591(__eq__)
        1    0.000    0.000    0.000    0.000 pycode.py:682(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.013    0.013 integrals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rings.py:572(PolyElement)
        1    0.000    0.000    0.000    0.000 domainmatrix.py:86(DomainMatrix)
        1    0.000    0.000    0.000    0.000 matexpr.py:37(MatrixExpr)
       89    0.000    0.000    0.072    0.001 dispatcher.py:178(add)
        1    0.000    0.000    0.005    0.005 exprtools.py:1(<module>)
        1    0.000    0.000    0.742    0.742 specialpolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:2955(Infinity)
        1    0.000    0.000    0.000    0.000 maple.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hyperbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ddm.py:102(DDM)
        1    0.000    0.000    0.014    0.014 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:1(<module>)
        1    0.001    0.001    0.629    0.629 rings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ring_series.py:1(<module>)
        1    0.000    0.000    0.015    0.015 residue_ntheory.py:1(<module>)
        1    0.000    0.000    0.009    0.009 densebasic.py:1(<module>)
      263    0.001    0.000    0.025    0.000 function.py:162(__init__)
        1    0.000    0.000    0.004    0.004 polyroots.py:1(<module>)
        1    0.000    0.000    0.021    0.021 ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 value_ranges.py:421(SymPyValueRangeAnalysis)
        1    0.000    0.000    0.000    0.000 mathml.py:540(MathMLPresentationPrinter)
        1    0.000    0.000    0.000    0.000 basic.py:126(Basic)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1233(DMP_Python)
        1    0.000    0.000    0.000    0.000 domain.py:18(Domain)
        1    0.000    0.000    0.019    0.019 trigonometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 singularities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kronecker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formal.py:974(FormalPowerSeries)
        1    0.000    0.000    0.000    0.000 numbers.py:3312(NaN)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:368(__new__)
        2    0.000    0.000    0.087    0.043 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:231(__pow__)
        1    0.000    0.000    0.119    0.119 mul.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqfreetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyclasses.py:2388(DMF)
        1    0.000    0.000    0.048    0.048 finitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repr.py:18(ReprPrinter)
        1    0.000    0.000    0.000    0.000 sets.py:1000(Interval)
        1    0.000    0.000    0.016    0.016 single.py:1(<module>)
        1    0.000    0.000    0.000    0.000 solveset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _funcs_impl.py:1(<module>)
        1    0.000    0.000    0.006    0.006 galoistools.py:1(<module>)
        1    0.000    0.000    0.021    0.021 error_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sets.py:44(Set)
        1    0.000    0.000    0.000    0.000 value_ranges.py:119(ValueRanges)
        1    0.001    0.001    0.001    0.001 sparse.py:21(SparseRepMatrix)
        1    0.000    0.000    0.000    0.000 accumulationbounds.py:14(AccumulationBounds)
        1    0.000    0.000    0.004    0.004 smtlib.py:1(<module>)
        1    0.000    0.000    0.008    0.008 formal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1732(DUP_Flint)
        1    0.000    0.000    0.000    0.000 str.py:20(StrPrinter)
        1    0.000    0.000    0.184    0.184 expr.py:1(<module>)
      170    0.004    0.000    0.009    0.000 facts.py:599(deduce_all_facts)
        2    0.000    0.000    0.003    0.002 polynomials.py:1(<module>)
        1    0.000    0.000    0.000    0.000 identification.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add.py:86(Add)
        1    0.000    0.000    0.000    0.000 densetools.py:1(<module>)
        1    0.000    0.000    0.011    0.011 gamma_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mul.py:91(Mul)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:324(_init_builtins)
        1    0.000    0.000    0.000    0.000 euclidtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sdm.py:25(SDM)
       95    0.000    0.000    0.001    0.000 sympify.py:98(sympify)
        1    0.000    0.000    0.016    0.016 gmpy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty.py:30(PrettyPrinter)
       10    0.000    0.000    0.001    0.000 symbol.py:640(symbols)
        1    0.000    0.000    0.000    0.000 factortools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 precedence.py:1(<module>)
        1    0.000    0.000    0.383    0.383 polytools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 power.py:22(Pow)
        1    0.000    0.000    0.000    0.000 densearith.py:1(<module>)
        1    0.000    0.000    0.024    0.024 complexes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        1    0.000    0.000    0.005    0.005 laplace.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mpelements.py:47(__init__)
       12    0.000    0.000    0.000    0.000 domain.py:403(convert)
        1    0.000    0.000    0.000    0.000 polyoptions.py:182(_init_dependencies_order)
        1    0.000    0.000    0.006    0.006 groundtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 galois_resolvents.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compatibility.py:231(IPolys)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 hyper.py:1(<module>)
        2    0.000    0.000    0.012    0.006 series.py:1(<module>)
        2    0.000    0.000    0.001    0.000 linalg.py:1(<module>)
        1    0.000    0.000    0.074    0.074 polyclasses.py:1(<module>)
        1    0.000    0.000    0.016    0.016 factor_.py:1(<module>)
        1    0.000    0.000    0.308    0.308 pycode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeprinter.py:53(CodePrinter)
        1    0.000    0.000    0.000    0.000 _type_utils.py:67(JitScalarType)
        1    0.000    0.000    0.000    0.000 latex.py:142(LatexPrinter)
        1    0.001    0.001    0.146    0.146 pretty_symbology.py:1(<module>)
        1    0.000    0.000    0.004    0.004 symbolic_shapes.py:2310(ShapeEnv)
        1    0.000    0.000    0.000    0.000 smtlib.py:25(SMTLibPrinter)
        1    0.000    0.000    0.000    0.000 mathematica.py:1(<module>)
        1    0.000    0.000    0.035    0.035 matmul.py:1(<module>)
        1    0.000    0.000    0.033    0.033 plot.py:1(<module>)
        1    0.000    0.000    0.005    0.005 rootoftools.py:1(<module>)
        3    0.000    0.000    0.027    0.009 eigen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:118(VariableTracker)
        1    0.000    0.000    0.000    0.000 ellipse.py:40(Ellipse)
        1    0.000    0.000    0.000    0.000 device_interface.py:36(DeviceInterface)
        1    0.000    0.000    0.005    0.005 _ufuncs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _unshard_param_utils.py:1(<module>)
        1    0.000    0.000    0.009    0.009 user_defined.py:1(<module>)
        1    0.000    0.000    0.018    0.018 _exporter_legacy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 matrixbase.py:98(MatrixBase)
        1    0.000    0.000    0.000    0.000 context.py:23(Diagnostic)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
        1    0.000    0.000    0.010    0.010 checkpoint.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _flat_param.py:451(FlatParamHandle)
        1    0.000    0.000    0.044    0.044 guards.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _state_dict_utils.py:1(<module>)
        1    0.000    0.000   80.519   80.519 triton_kernel_wrap.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _ndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quaternion.py:58(Quaternion)
        1    0.000    0.000    0.000    0.000 context.py:261(DiagnosticContext)
        2    0.000    0.000    4.892    2.446 fully_shard.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fsdp_extensions.py:16(FSDPExtensions)
        1    0.000    0.000    0.006    0.006 reshard.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sequences.py:1(<module>)
        1    0.000    0.000    0.050    0.050 entity.py:1(<module>)
        1    0.000    0.000    0.012    0.012 symbolic_convert.py:725(InstructionTranslatorBase)
        1    0.000    0.000    0.003    0.003 _redistribute.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dispatch.py:110(OpDispatcher)
        1    0.000    0.000    0.000    0.000 _math_ops.py:55(_NormPartial)
        1    0.000    0.000    0.000    0.000 cse_main.py:1(<module>)
        1    0.000    0.000    0.001    0.001 matadd.py:1(<module>)
        1    0.000    0.000    0.004    0.004 diophantine.py:1(<module>)
        1    0.000    0.000    0.015    0.015 _common_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 wrap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _invocation.py:17(Invocation)
        1    0.000    0.000    0.001    0.001 make_functional.py:1(<module>)
        1    0.000    0.000    0.005    0.005 value_ranges.py:1(<module>)
        1    0.000    0.000   82.032   82.032 ctx_manager.py:1(<module>)
        3    0.000    0.000    0.004    0.001 util.py:1(<module>)
        1    0.000    0.000    0.039    0.039 summations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 device_interface.py:228(XpuInterface)
        1    0.000    0.000    0.000    0.000 device_interface.py:154(CudaInterface)
        1    0.000    0.000    0.001    0.001 init.py:1(<module>)
        1    0.000    0.000    0.251    0.251 _collective_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dispatch.py:124(__init__)
        1    0.000    0.000    0.004    0.004 deprecated.py:1(<module>)
        1    0.000    0.000    0.008    0.008 bytecode_transformation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 guards.py:506(GuardBuilder)
        1    0.000    0.000    0.003    0.003 _embedding_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 registry.py:1(<module>)
        6    0.000    0.000    0.148    0.025 api.py:1(<module>)
        1    0.000    0.000    0.005    0.005 ellipse.py:1(<module>)
